City,Location,State,EstimateLow,EstimateHigh,Estimate Full,Actor,Event Type,Source1,g_lat,g_lon,g_lat_jitter,g_lon_jitter,linkstatus
Essex Junction,5 Corners Essex Jct,VT,79,79,79,Essex Resists,vigil,https://www.facebook.com/events/705361513251024/,44.4905433,-73.1112207,44.4901143,-73.1174107,Link
Redwing,Central Park St,MN,71,71,71,general protestors,General,https://www.facebook.com/events/386977698838743/,44.5660691,-92.5369563,44.5659021,-92.5537363,Link
Madras,SW 5th St & NW Maple St,OR,23,23,23,general protestors,vigil,https://www.facebook.com/events/899815813694453/,44.6334544,-121.1294872,44.6367914,-121.1090272,Link
Albany,Linn County Courthouse,OR,120,120,120,Lights for Liberty.,vigil,https://www.facebook.com/events/2530706960294765/,44.6365107,-123.1059282,44.6395087,-123.0826482,Link
Powell,Cody & Washington Park,WY,,,,Wyoming Rising,vigil,https://www.facebook.com/events/2334417020220722/,44.7538408,-108.7573525,44.7495388,-108.7640225,Link
Traverse City,Sunset Park,MI,103,103,103,WOMEN'S MARCH TC,General,https://www.facebook.com/events/1265650736946497/?active_tab=about,44.7630567,-85.6206317,44.7629757,-85.6153517,Link
Skowhegen,,ME,50,50,50,General,General,https://www.facebook.com/events/438956926651596/,44.7650366,-69.7193803,44.7614996,-69.6736803,Link
Bangor,City Hall,ME,33,33,33,General,General,https://www.facebook.com/events/355107491870448/,44.8016128,-68.7712257,44.8023438,-68.7324157,Link
Eau Claire,Phoenix Park,WI,85,85,85,general protestors,vigil,https://www.facebook.com/events/482292239187673/,44.811349,-91.4984941,44.808232,-91.5409441,Link
Monmouth,Main Street Park,OR,30,30,30,general protestors,vigil,https://www.facebook.com/events/412788616244696/,44.8484524,-123.2339888,44.8512954,-123.2563588,Link
Orono,Webster Park,ME,17,17,17,UMaine Graduate Student Government,General,https://www.facebook.com/events/783730042024305/,44.8831125,-68.6719411,44.8858355,-68.6233111,Link
Salem,Polly's Corner,OR,200,200,200,general protestors,vigil,https://www.facebook.com/events/2333905653544683/,44.9428975,-123.0350963,44.9465615,-123.0780963,Link
St. Paul,Bishop Henry Whipple Federal Building,MN,729,729,729,office of Minnesota State Senator Patricia Torres Ray; JCA (Jewish Community Action); Navigate MN,General,https://www.facebook.com/events/2237266943251609/,44.9537029,-93.0899578,44.9511779,-93.0855878,Link
St. Paul,Ramsey County Law Enforcement Center,MN,250,250,250,general protestors,vigil,https://www.facebook.com/events/350209189010843/,44.9537029,-93.0899578,44.9526989,-93.1050578,Link
Wausau,Woodson Park,WI,21,21,21,general protestors,vigil,https://www.facebook.com/events/2627685370576207/,44.9591352,-89.6301221,44.9582282,-89.6733321,Link
Alpena,NOAA riverside parking lot to Court House,MI,100,100,100,People for Social Justice; League of Women Voters of Alpena County,march; vigil,https://www.facebook.com/events/2079511265685583/,45.0616794,-83.4327528,45.0592314,-83.3930528,Link
New Brighton,Freedom Park,MN,200,200,200,general protestors,General,https://www.facebook.com/events/672726773140004/,45.0655212,-93.2018908,45.0684522,-93.2421808,Link
McMinnville,Gormley Plaza; City Hall,OR,,,,Unidos Bridging Community,vigil,https://www.facebook.com/events/2277326999195349/,45.2101162,-123.1987163,45.2064852,-123.2261863,Link
Elk River,13880 Business Center Dr NW,MN,250,250,250,ICOM; SARI; Union Congregational Church of Elk River,General,https://www.facebook.com/events/461339047989813/permalink/461339997989718/,45.3377283,-93.5691122,45.3338063,-93.6084422,Link
Sherwood,22622 SW Pine St,OR,60,100,60 to 100,Our Indivisible Revolution Sherwood,march; vigil,https://www.facebook.com/events/1115109045339524/,45.3563261,-122.8402749,45.3544901,-122.8624349,Link
Petosky,U.S. 31,MI,32,32,32,"Lights for Liberty: Petoskey, Michigan",General,https://www.facebook.com/events/2374453912575474/,45.3733428,-84.9553296,45.3781418,-84.9583696,Link
Lindstrom,Lions Park,MN,26,26,26,General,General,https://www.facebook.com/events/2380112442311173/,45.3894083,-92.8479921,45.3895743,-92.8872021,Link
St Croix Falls/Taylors Falls,Highway 8 Bridge,WI,50,52,50 to 52,Polk County (WI) Democratic Party,vigil,https://www.facebook.com/events/451111908769230/,45.4019062,-92.6524292,45.4067382,-92.6058992,Link
Aberdeen,Anderson Park,SD,26,26,26,general protestors,vigil,https://www.facebook.com/events/2039208003049281/,45.4646985,-98.4864829,45.4609925,-98.4430529,Link
Portland,Terry D. Schrunk Plaza,OR,1000,1000,"1,000",general protestors,vigil,https://www.facebook.com/events/576189966244617/,45.5051064,-122.6750261,45.5038744,-122.7111361,Link
Portland,ICE Detention Center,OR,200,200,200,Buddhist Peace Fellowship,vigil,https://www.facebook.com/events/2696468997049676/,45.5051064,-122.6750261,45.5054274,-122.6795461,Link
Portland,Hillsdale Food Carts to Capitol Hwy to Bertha to Barbur and across Terwilliger bridge,OR,36,36,36,general protestors,march; vigil,https://www.facebook.com/events/368012220521909/,45.5051064,-122.6750261,45.5095854,-122.6385361,Link
Portland,Unity of Portland; 525 SE Stark St,OR,52,52,52,general protestors,vigil,https://www.facebook.com/events/376428099743107/,45.5051064,-122.6750261,45.5062774,-122.6756961,Link
The Dalles,in front of The Dalles Post Office,OR,20,20,20,general protestors,vigil,https://www.facebook.com/events/2127781143998434/,45.5945645,-121.1786823,45.5946465,-121.1980123,Link
Vancouver,St Lukes ~ San Lucas,WA,106,106,106,St Lukes ~ San Lucas and OneAmerica,vigil,https://www.facebook.com/events/274212663418032/,45.6257379,-122.6760886,45.6262179,-122.6660686,Link
Bozeman,Gallatin County Courthouse,MT,118,118,118,PFLAG Bozeman/ Gallatin Valley; MHRN,vigil,https://www.facebook.com/events/457577661470029/,45.6769979,-111.0429339,45.6726449,-111.0318839,Link
Billings,Billings First Church,MT,97,97,97,Billings First Church; Billings Sanctuary Rising,vigil,https://www.facebook.com/events/1293373820840985/,45.7832856,-108.5006904,45.7842296,-108.4999804,Link
St. Helens,Columbia View Park,OR,24,24,24,general protestors,vigil,https://www.facebook.com/events/2331139387140400/,45.858961,-122.8212356,45.856733,-122.7841656,Link
Hayward,Shues Pond,WI,100,100,100,general protestors,vigil,https://www.facebook.com/events/204469903775325/,46.0130065,-91.4846208,46.0116725,-91.4732008,Link
Walla Walla,Heritage Park,WA,170,170,170,Lights For Liberty: Walla Walla,vigil,https://www.facebook.com/events/500936847316140/?,46.0645809,-118.3430208,46.0638879,-118.3702308,Link
Astoria,Clatsop County Courthouse,OR,12,12,12,Astoria OR Women's March,vigil,https://www.kptv.com/news/more-than-people-gather-in-downtown-portland-to-protest-migrant/article_07c6a8b4-a58f-11e9-abdd-c7b620df7494.html,46.1878841,-123.8312534,46.1911311,-123.8184734,Link
Pasco,Volunteer Park,WA,78,78,78,general protestors,vigil,https://www.facebook.com/events/2355685977872573/?,46.2305049,-119.0922316,46.2274379,-119.1079116,Link
Munising,,MI,22,22,22,general protestors,vigil,https://twitter.com/MBPeep8/status/1149868166627155969,46.4110574,-86.6479361,46.4091444,-86.6496561,Link
Sault Saint Marie,Sault Saint Marie Farmer's Market,MI,9,9,9,UP Political Musings,General,https://www.facebook.com/events/610146162811106/,46.4977115,-84.3475876,46.5017335,-84.3793676,Link
Marquette,Ellwood A Matson Lower Harbor Park,MI,24,24,24,General,General,https://www.facebook.com/events/385089822116716/,46.5436199,-87.3953713,46.5482939,-87.4406313,Link
Helena,Constitution Park,MT,,,,Our Revolution Helena: Progressive Action Network,vigil,https://www.facebook.com/events/661102894313316/,46.5891452,-112.0391057,46.5873092,-112.0550057,Link
Ashland,Pearson Plaza,WI,80,80,80,general protestors,vigil,https://www.facebook.com/events/777092059372542/,46.5924428,-90.8837982,46.5890748,-90.9254582,Link
Yakima,Yakima County Jail,WA,79,79,79,South Central Washington Federation of Democratic Womxn; other organizations listed,vigil,https://www.facebook.com/events/338651463472310/,46.6020711,-120.5058987,46.5996891,-120.5393787,Link
Pullman,Pine Street Plaza,WA,100,200,100 to 200,Palouse ProActive; Community Congregational United Church of Christ,vigil,https://www.facebook.com/events/812738869127552/?,46.7297771,-117.1817377,46.7296301,-117.1712377,Link
Fargo,Fargo Civic Center,ND,300,300,300,Abriendo Fronteras; North Dakota Human Rights Coalition,vigil,https://www.facebook.com/events/1224287467752622/,46.8771863,-96.7898034,46.8816743,-96.7529834,Link
Aberdeen,Zelasko Park,WA,19,19,19,general protestors,vigil,https://www.facebook.com/events/2969208106486215/?,46.9753708,-123.8157218,46.9753198,-123.8046018,Link
Ellensburg,Memorial Park,WA,15,15,15,general protestors,vigil,https://www.facebook.com/events/1462467107228624/,46.9965144,-120.5478474,46.9951954,-120.4998874,Link
Olympia,capitol,WA,708,708,708,general protestors,vigil,https://www.facebook.com/events/494566111288219/,47.0378741,-122.9006951,47.0370721,-122.9042951,Link
Puyallup,Road next to RAM Restaurant,WA,,,,general protestors,vigil; protest,https://twitter.com/MotherT46755269/status/1149919908567719936,47.1853785,-122.2928974,47.1873555,-122.2564674,Link
Tacoma,Northwest Detention Center,WA,619,619,619,general protestors,vigil,https://www.facebook.com/events/473312493430018/?,47.2528768,-122.4442906,47.2501228,-122.4806806,Link
Wenatchee,Memorial Park,WA,102,102,102,Indivisible Wenatchee,vigil,https://www.facebook.com/events/2122615598031474/,47.4234599,-120.3103494,47.4209219,-120.3148594,Link
Burien,Highline United Methodist Church,WA,,,,Highline United Methodist Church,vigil,https://www.facebook.com/events/1891580814276632/?,47.4668384,-122.3405305,47.4704064,-122.3509805,Link
Great Falls,civic center,MT,24,24,24,Great Falls Community Action Team,vigil,https://www.greatfallstribune.com/story/news/2019/07/13/great-falls-vigil-held-protest-conditions-southern-border/1725155001/,47.5052849,-111.3007715,47.5020759,-111.3389815,Link
Bremerton,East end of the Manette Bridge,WA,,,,Resist 45; Kitsap Progressive Action Network; St. Paul's Episcopal Church,vigil,https://www.eventbrite.com/e/lights-for-liberty-bremerton-wa-tickets-64511080378#,47.5650067,-122.6269768,47.5684207,-122.6572268,Link
Mercer Island,the corner of 78th & 32nd; sidewalk next to Mercerdale Park,WA,74,74,74,general protestors,vigil,https://www.facebook.com/events/347467749510565/,47.5706548,-122.2220674,47.5750228,-122.2451174,Link
Thompson Falls,Sanders County Courthouse,MT,23,23,23,general protestors,vigil,https://www.facebook.com/events/326582361586573/,47.5955023,-115.3373865,47.5961273,-115.3252465,Link
Leavenworth,city hall,WA,30,30,30,general protestors,vigil,https://www.facebook.com/events/316082059342741/,47.5962326,-120.6614765,47.5914416,-120.6410365,Link
Seattle,Counterbalance Park; Queen Ann Ave,WA,687,687,687,"St. Paul's, Seattle",vigil,https://www.facebook.com/events/579200342607384/,47.6062095,-122.3320708,47.6084625,-122.3401808,Link
Seattle,MLK Park,WA,44,44,44,Lights For Liberty - South Seattle Washington,vigil,https://www.facebook.com/events/2528864553804686/,47.6062095,-122.3320708,47.6024305,-122.3082208,Link
Seattle,in front of Bryant Elementary,WA,150,150,150,Bryant Elementary PTSA,vigil,https://www.facebook.com/events/425090938334854/?,47.6062095,-122.3320708,47.6103745,-122.2978208,Link
Sammamish,Central Washington University Sammamish front lawn,WA,200,200,200,general protestors,vigil,https://www.facebook.com/events/631810580662826/,47.6162683,-122.0355736,47.6113123,-122.0724636,Link
Bainbridge Island,100 Winslow Way W,WA,,,,The 4th Branch,vigil,https://www.facebook.com/events/486007972172272/?active_tab=about,47.6248791,-122.5210007,47.6263351,-122.5575207,Link
Spokane,Riverfront Park; ICE offices,WA,100,100,100,general protestors,vigil; march; protest,https://www.facebook.com/events/310125353265379/,47.6587802,-117.4260465,47.6560122,-117.4493665,Link
Kirkland,n State Street in front of Northlake Unitarian,WA,55,55,55,Congregation Kol Ami,vigil,https://www.facebook.com/events/2243843585685438/,47.6768927,-122.2059833,47.6782037,-122.2417933,Link
Edmonds,Edmonds United Methodist Church,WA,114,114,114,EUMC Immigration Ministry,vigil,https://www.facebook.com/events/2339450349668648/,47.8106521,-122.3773551,47.8100911,-122.4105751,Link
Grand Forks,Grand Forks Correctional Center,ND,65,65,65,general protestors,vigil,https://www.facebook.com/events/2103462786431141/,47.9252568,-97.0328547,47.9282748,-97.0353947,Link
Everett,3900 Broadway Ave,WA,200,400,200 to 400,Women's March Everett; Snohomish County Group,vigil,https://www.facebook.com/events/454966041998786/,47.9789848,-122.2020795,47.9769188,-122.1950195,Link
Freeland,Whidbey Island,WA,17,17,17,Unitarian Universalist Congregation of Whidbey Island (UUCWI),vigil,https://www.facebook.com/events/1835893176514164/,48.009537,-122.525983,48.008616,-122.550813,Link
Coupeville,Hwy 20 & Main St.,WA,100,100,100,Indivisible Whidbey.,vigil,https://www.facebook.com/events/388058028727566/?,48.2198208,-122.6862804,48.2229388,-122.6654404,Link
Okanogan,Legion Park,WA,11,11,11,general protestors,vigil,https://www.facebook.com/events/1160023160872894/,48.361262,-119.5833869,48.364246,-119.5832769,Link
Twisp,Twisp Commons,WA,4,4,4,Okanogan Action Coalition,vigil,https://www.facebook.com/events/1061277977395158/?,48.3634784,-120.122303,48.3640524,-120.120063,Link
Mount Vernon,Skagit County Courthouse,WA,24,24,24,general protestors,vigil,https://www.facebook.com/events/353950558629098/?,48.4201105,-122.3374543,48.4247865,-122.3832843,Link
Tonasket,outside Ellisforde Church of The Brethren,WA,46,46,46,Okanogan CAN,vigil,https://www.facebook.com/events/1237944679707756/,48.7051529,-119.439504,48.7077079,-119.474394,Link
Ferndale,outside border patrol station,WA,114,114,114,general protestors,vigil,https://www.facebook.com/events/446162086163599/,48.8464991,-122.5910056,48.8489761,-122.5858556,Link
Juneau,Whale Statue Park,AK,76,76,76,general protestors,General,https://www.facebook.com/events/2822480954434102/,58.3019444,-134.4197221,58.3036904,-134.4352521,Link
Haines,Tlingit Park,AK,4,4,4,general protestors,General,https://www.facebook.com/events/343040316626627/,59.2358333,-135.445,59.2368413,-135.4799,Link
Homer,corner of Pioneer and Lake,AK,18,18,18,general protestors,General,https://www.facebook.com/L4L.Homer.Alaska/,59.6425,-151.5483333,59.644551,-151.5536533,Link
Wasilla,Newcomb Park,AK,44,44,44,general protestors,General,https://www.facebook.com/events/2348103232124148/,61.5808763,-149.4410598,61.5836063,-149.4889698,Link
